status,band,address,neighborhood,ptype,sqft,asked,ask_ppsf,supported_ppsf,over_pct,suggested_list,reduce_by,pitch
Withdrawn,$1M–$2M,1608 SW 5th Ct,Gill Isles,Single Family,1939,1355000,699.0,584.0,19.7,1132000,223000,"Listed 20% over supported value — comparable Gill Isles homes sell near $538/sqft. Suggested list $1,132,000."
Expired,$1M–$2M,1314 NE 13th Ave Unit#1,Lake Ridge,Townhouse,2400,1350000,562.0,458.0,22.7,1099000,251000,"Listed 23% over supported value — comparable Lake Ridge homes sell near $528/sqft. Suggested list $1,099,000."
Cancelled,$1M–$2M,925 NE 6th Street,Victoria Park,Townhouse,2239,1350000,603.0,438.0,37.7,981000,369000,"Listed 38% over supported value — comparable Victoria Park homes sell near $590/sqft. Suggested list $981,000."
Cancelled,$1M–$2M,1503 NE 2nd St Unit#1503,Victoria Park,Townhouse,2654,1349999,509.0,419.0,21.5,1112000,238000,"Listed 21% over supported value — comparable Victoria Park homes sell near $590/sqft. Suggested list $1,112,000."
Cancelled,$1M–$2M,1226 NE 15 Ave Unit#D,Lake Ridge,Townhouse,2405,1349995,561.0,471.0,19.1,1133000,217000,"Listed 19% over supported value — comparable Lake Ridge homes sell near $528/sqft. Suggested list $1,133,000."
Cancelled,$1M–$2M,1222 NE 15th Ave Unit#0,Lake Ridge,Townhouse,2405,1349995,561.0,471.0,19.1,1133000,217000,"Listed 19% over supported value — comparable Lake Ridge homes sell near $528/sqft. Suggested list $1,133,000."
Cancelled,$1M–$2M,1233 NE 12th Ave Unit#B,Lake Ridge,Townhouse,2400,1349000,562.0,505.0,11.3,1212000,137000,"Listed 11% over supported value — comparable Lake Ridge homes sell near $528/sqft. Suggested list $1,212,000."
Expired,$1M–$2M,2016 NE 24th St,Coral Point,Single Family,1726,1345000,779.0,627.0,24.2,1082000,263000,"Listed 24% over supported value — comparable Coral Point homes sell near $574/sqft. Suggested list $1,082,000."
Expired,$1M–$2M,2600 NE 26th Ave,Coral Ridge Galt,Single Family,1848,1339000,725.0,596.0,21.6,1101000,238000,"Listed 22% over supported value — comparable Coral Ridge Galt homes sell near $701/sqft. Suggested list $1,101,000."
Cancelled,$1M–$2M,411 N New River Drive Unit#1402,Las Olas,Condo,1630,1325000,813.0,679.0,19.7,1107000,218000,"Listed 20% over supported value — comparable Las Olas homes sell near $627/sqft. Suggested list $1,107,000."
Expired,$1M–$2M,333 LAS OLAS WAY Unit#2406,Las Olas,Condo,1869,1325000,709.0,626.0,13.3,1170000,155000,"Listed 13% over supported value — comparable Las Olas homes sell near $627/sqft. Suggested list $1,170,000."
Expired,$1M–$2M,1314 NE 13th Avenue,Lake Ridge,Townhouse,2400,1325000,552.0,460.0,20.0,1104000,221000,"Listed 20% over supported value — comparable Lake Ridge homes sell near $528/sqft. Suggested list $1,104,000."
Expired,$1M–$2M,1314 NE 13th,Lake Ridge,Townhouse,2400,1325000,552.0,460.0,20.0,1104000,221000,"Listed 20% over supported value — comparable Lake Ridge homes sell near $528/sqft. Suggested list $1,104,000."
Expired,$1M–$2M,433 NE 11th Ave,Victoria Park,Single Family,1650,1324000,802.0,664.0,20.8,1096000,228000,"Listed 21% over supported value — comparable Victoria Park homes sell near $590/sqft. Suggested list $1,096,000."
Expired,$1M–$2M,1733 SW 5th Pl,Gill Isles,Single Family,1678,1320000,787.0,655.0,20.2,1099000,221000,"Listed 20% over supported value — comparable Gill Isles homes sell near $538/sqft. Suggested list $1,099,000."
Cancelled,$1M–$2M,1733 SW 5th Pl,Gill Isles,Single Family,1678,1320000,787.0,615.0,28.0,1032000,288000,"Listed 28% over supported value — comparable Gill Isles homes sell near $538/sqft. Suggested list $1,032,000."
Expired,$1M–$2M,2125 NE 17th Ave,Middle River Manor,Single Family,1888,1313131,696.0,497.0,40.0,938000,375000,"Listed 40% over supported value — comparable Middle River Manor homes sell near $619/sqft. Suggested list $938,000."
Expired,$1M–$2M,1233 NE 12 Avenue Unit#A,Progresso,Townhouse,2600,1300000,500.0,442.0,13.1,1149000,151000,"Listed 13% over supported value — comparable Progresso homes sell near $409/sqft. Suggested list $1,149,000."
Cancelled,$1M–$2M,2416 NE 19th Ter,Coral Point,Single Family,1823,1299999,713.0,570.0,25.1,1039000,261000,"Listed 25% over supported value — comparable Coral Point homes sell near $574/sqft. Suggested list $1,039,000."
Expired,$1M–$2M,1314 NE 13th Ave Unit#B,Lake Ridge,Townhouse,2400,1299999,542.0,460.0,17.8,1104000,196000,"Listed 18% over supported value — comparable Lake Ridge homes sell near $528/sqft. Suggested list $1,104,000."
Expired,$1M–$2M,2600 NE 26th Ave,Coral Ridge Galt,Single Family,1848,1299000,703.0,596.0,18.0,1101000,198000,"Listed 18% over supported value — comparable Coral Ridge Galt homes sell near $701/sqft. Suggested list $1,101,000."
Expired,$1M–$2M,2600 NE 26th Ave,Coral Ridge Galt,Single Family,1848,1299000,703.0,596.0,18.0,1101000,198000,"Listed 18% over supported value — comparable Coral Ridge Galt homes sell near $701/sqft. Suggested list $1,101,000."
Cancelled,$1M–$2M,1221 SW 18th St,River Oaks,Single Family,2651,1299000,490.0,375.0,30.7,994000,305000,"Listed 31% over supported value — comparable River Oaks homes sell near $413/sqft. Suggested list $994,000."
Cancelled,$1M–$2M,2016 NE 22nd Street,Coral Point,Single Family,1941,1299000,669.0,462.0,44.8,897000,402000,"Listed 45% over supported value — comparable Coral Point homes sell near $574/sqft. Suggested list $897,000."
Cancelled,$1M–$2M,2748 NW 9th Ln,Jenada Villas,Single Family,1969,1299000,660.0,414.0,59.4,815000,484000,"Listed 59% over supported value — comparable Jenada Villas homes sell near $378/sqft. Suggested list $815,000."
Expired,$1M–$2M,2125 NE 17th Ave,Middle River Manor,Single Family,1888,1297000,687.0,499.0,37.7,942000,355000,"Listed 38% over supported value — comparable Middle River Manor homes sell near $619/sqft. Suggested list $942,000."
Cancelled,$1M–$2M,909 NE 16th Ave,Progresso,Townhouse,2483,1297000,522.0,378.0,38.1,939000,358000,"Listed 38% over supported value — comparable Progresso homes sell near $409/sqft. Suggested list $939,000."
Expired,$1M–$2M,2100 S Ocean Lane Unit#1202,Point Americas,Condo,1879,1295000,689.0,576.0,19.6,1082000,213000,"Listed 20% over supported value — comparable Point Americas homes sell near $541/sqft. Suggested list $1,082,000."
Cancelled,$1M–$2M,333 Las Olas Way Unit#1207,Las Olas,Condo,1522,1295000,851.0,642.0,32.6,977000,318000,"Listed 33% over supported value — comparable Las Olas homes sell near $627/sqft. Suggested list $977,000."
Cancelled,$1M–$2M,1900 NE 16th Terrace,Poinsettia Heights,Single Family,2000,1295000,648.0,482.0,34.4,964000,331000,"Listed 34% over supported value — comparable Poinsettia Heights homes sell near $524/sqft. Suggested list $964,000."
Cancelled,$1M–$2M,1239 NE 12th Ave Unit#A,Lake Ridge,Townhouse,2400,1295000,540.0,467.0,15.6,1121000,174000,"Listed 16% over supported value — comparable Lake Ridge homes sell near $528/sqft. Suggested list $1,121,000."
Cancelled,$1M–$2M,2100 S Ocean Ln Unit#1202,Point Americas,Condo,1879,1295000,689.0,576.0,19.6,1082000,213000,"Listed 20% over supported value — comparable Point Americas homes sell near $541/sqft. Suggested list $1,082,000."
Cancelled,$1M–$2M,1209 NE 11th Ave Unit#A,Lake Ridge,Townhouse,2316,1295000,559.0,469.0,19.2,1086000,209000,"Listed 19% over supported value — comparable Lake Ridge homes sell near $528/sqft. Suggested list $1,086,000."
Cancelled,$1M–$2M,1209 ne 11th ave Unit#2,Lake Ridge,Townhouse,2400,1295000,540.0,467.0,15.6,1121000,174000,"Listed 16% over supported value — comparable Lake Ridge homes sell near $528/sqft. Suggested list $1,121,000."
Cancelled,$1M–$2M,411 N New River Drive Unit#3402,Las Olas,Condo,1630,1295000,794.0,619.0,28.3,1009000,286000,"Listed 28% over supported value — comparable Las Olas homes sell near $627/sqft. Suggested list $1,009,000."
Expired,$1M–$2M,101 S Fort Lauderdale Beach Blvd Unit#706,Las Olas,Condo,1905,1290000,677.0,611.0,10.8,1164000,126000,"Listed 11% over supported value — comparable Las Olas homes sell near $627/sqft. Suggested list $1,164,000."
Expired,$1M–$2M,2506 NE 30th St,Coral Ridge Galt,Single Family,1629,1289900,792.0,664.0,19.3,1082000,208000,"Listed 19% over supported value — comparable Coral Ridge Galt homes sell near $701/sqft. Suggested list $1,082,000."
Expired,$1M–$2M,2201 NE 18th Ave,Middle River Manor,Single Family,1942,1285000,662.0,592.0,11.8,1150000,135000,"Listed 12% over supported value — comparable Middle River Manor homes sell near $619/sqft. Suggested list $1,150,000."
Cancelled,$1M–$2M,1108 NE 4th Street,Victoria Park,Townhouse,2676,1275000,476.0,416.0,14.4,1113000,162000,"Listed 14% over supported value — comparable Victoria Park homes sell near $590/sqft. Suggested list $1,113,000."
Cancelled,$1M–$2M,433 NE 11th Ave,Victoria Park,Single Family,1650,1275000,773.0,664.0,16.4,1096000,179000,"Listed 16% over supported value — comparable Victoria Park homes sell near $590/sqft. Suggested list $1,096,000."
Cancelled,$1M–$2M,1205 Orange Isle,South New River Isles,Single Family,1460,1275000,873.0,680.0,28.4,993000,282000,"Listed 28% over supported value — comparable South New River Isles homes sell near $715/sqft. Suggested list $993,000."
Cancelled,$1M–$2M,347 N New River Dr E Unit#1401,Watergarden,Condo,1615,1275000,789.0,611.0,29.1,987000,288000,"Listed 29% over supported value — comparable Watergarden homes sell near $572/sqft. Suggested list $987,000."
TempOff,$1M–$2M,411 N New River Drive Unit#2905,Las Olas,Condo,1630,1270000,779.0,619.0,25.8,1009000,261000,"Listed 26% over supported value — comparable Las Olas homes sell near $627/sqft. Suggested list $1,009,000."
Expired,$1M–$2M,1239 NE 12th Ave Unit#1,Lake Ridge,Townhouse,2400,1269000,529.0,467.0,13.3,1121000,148000,"Listed 13% over supported value — comparable Lake Ridge homes sell near $528/sqft. Suggested list $1,121,000."
Cancelled,$1M–$2M,1239 ne 12th ave Unit#2,Lake Ridge,Townhouse,2400,1269000,529.0,467.0,13.3,1121000,148000,"Listed 13% over supported value — comparable Lake Ridge homes sell near $528/sqft. Suggested list $1,121,000."
Cancelled,$1M–$2M,1239 NE 12th Ave Unit## 2,Lake Ridge,Townhouse,2320,1269000,547.0,469.0,16.6,1088000,181000,"Listed 17% over supported value — comparable Lake Ridge homes sell near $528/sqft. Suggested list $1,088,000."
Expired,$1M–$2M,1312 Mango Isle,South New River Isles,Single Family,1296,1250000,965.0,668.0,44.5,866000,384000,"Listed 44% over supported value — comparable South New River Isles homes sell near $715/sqft. Suggested list $866,000."
Expired,$1M–$2M,2117 NE 29th St,Coral Shores,Single Family,2000,1250000,625.0,442.0,41.4,884000,366000,"Listed 41% over supported value — comparable Coral Shores homes sell near $501/sqft. Suggested list $884,000."
Expired,$1M–$2M,2506 NE 30th St,Coral Ridge Galt,Single Family,1629,1249900,767.0,664.0,15.5,1082000,168000,"Listed 16% over supported value — comparable Coral Ridge Galt homes sell near $701/sqft. Suggested list $1,082,000."
Expired,$1M–$2M,2200 NE 15th Ter,Edgewater Estates,Single Family,1444,1249000,865.0,751.0,15.2,1084000,165000,"Listed 15% over supported value — comparable Edgewater Estates homes sell near $719/sqft. Suggested list $1,084,000."
Cancelled,$1M–$2M,744 NE 16th Ave,Victoria Park,Single Family,1649,1245000,755.0,620.0,21.8,1022000,223000,"Listed 22% over supported value — comparable Victoria Park homes sell near $590/sqft. Suggested list $1,022,000."
Cancelled,$1M–$2M,643 18th Avenue,Victoria Park,Single Family,1500,1200000,800.0,708.0,13.0,1062000,138000,"Listed 13% over supported value — comparable Victoria Park homes sell near $590/sqft. Suggested list $1,062,000."
Expired,$1M–$2M,904 NE 15th Ave Unit#904,Victoria Park,Townhouse,2240,1200000,536.0,441.0,21.5,988000,212000,"Listed 22% over supported value — comparable Victoria Park homes sell near $590/sqft. Suggested list $988,000."
Expired,$1M–$2M,2125 NE 17th Ave,Middle River Manor,Single Family,1888,1199999,636.0,499.0,27.5,942000,258000,"Listed 27% over supported value — comparable Middle River Manor homes sell near $619/sqft. Suggested list $942,000."
Expired,$1M–$2M,2741 NE 6th Avenue,Tropical Manors,Single Family,1767,1199900,679.0,608.0,11.7,1074000,126000,"Listed 12% over supported value — comparable Tropical Manors homes sell near $588/sqft. Suggested list $1,074,000."
Cancelled,$1M–$2M,1785 NE 15th St,Progresso,Single Family,1830,1199049,655.0,574.0,14.1,1050000,149000,"Listed 14% over supported value — comparable Progresso homes sell near $409/sqft. Suggested list $1,050,000."
Expired,$1M–$2M,2748 NW 9th Ln,Jenada Villas,Single Family,1969,1199000,609.0,414.0,47.1,815000,384000,"Listed 47% over supported value — comparable Jenada Villas homes sell near $378/sqft. Suggested list $815,000."
Expired,$1M–$2M,1052 N Victoria Park Road,Lake Ridge,Townhouse,2074,1199000,578.0,518.0,11.6,1074000,125000,"Listed 12% over supported value — comparable Lake Ridge homes sell near $528/sqft. Suggested list $1,074,000."
Expired,$1M–$2M,1807 NE 8th St,Progresso,Single Family,2079,1199000,577.0,431.0,33.9,896000,303000,"Listed 34% over supported value — comparable Progresso homes sell near $409/sqft. Suggested list $896,000."
Expired,$1M–$2M,615 NE 13th Ave,Victoria Park,Single Family,1752,1199000,684.0,589.0,16.1,1032000,167000,"Listed 16% over supported value — comparable Victoria Park homes sell near $590/sqft. Suggested list $1,032,000."
Cancelled,$1M–$2M,2935 NE 21st Terrace,Coral Shores,Single Family,2075,1195000,576.0,476.0,21.0,988000,207000,"Listed 21% over supported value — comparable Coral Shores homes sell near $501/sqft. Suggested list $988,000."
Expired,$1M–$2M,347 N New River Dr E Unit#1904,Watergarden,Condo,1469,1195000,813.0,607.0,33.9,892000,303000,"Listed 34% over supported value — comparable Watergarden homes sell near $572/sqft. Suggested list $892,000."
Cancelled,$1M–$2M,100 E Las Olas Boulevard Unit#1802,Las Olas,Condo,1501,1195000,796.0,595.0,33.8,893000,302000,"Listed 34% over supported value — comparable Las Olas homes sell near $627/sqft. Suggested list $893,000."
Expired,$1M–$2M,1616 NE 17th Ave,Progresso,Single Family,2055,1195000,582.0,482.0,20.7,991000,204000,"Listed 21% over supported value — comparable Progresso homes sell near $409/sqft. Suggested list $991,000."
Expired,$1M–$2M,2100 S Ocean Ln Unit#805,Point Americas,Condo,1880,1195000,636.0,574.0,10.8,1079000,116000,"Listed 11% over supported value — comparable Point Americas homes sell near $541/sqft. Suggested list $1,079,000."
Expired,$1M–$2M,617 N Victoria Park Rd,Victoria Park,Single Family,1350,1189000,881.0,556.0,58.5,751000,438000,"Listed 58% over supported value — comparable Victoria Park homes sell near $590/sqft. Suggested list $751,000."
Expired,$1M–$2M,1208 Guava Isle,South New River Isles,Single Family,1182,1185000,1003.0,693.0,44.7,819000,366000,"Listed 45% over supported value — comparable South New River Isles homes sell near $715/sqft. Suggested list $819,000."
Cancelled,$1M–$2M,2100 S Ocean Ln Unit#1502,Point Americas,Condo,1789,1175000,657.0,577.0,13.9,1032000,143000,"Listed 14% over supported value — comparable Point Americas homes sell near $541/sqft. Suggested list $1,032,000."
Expired,$1M–$2M,1205 Avocado Isle,South New River Isles,Single Family,1404,1175000,837.0,666.0,25.7,935000,240000,"Listed 26% over supported value — comparable South New River Isles homes sell near $715/sqft. Suggested list $935,000."
Expired,$1M–$2M,425 NE 29th St,Tropical Manors,Single Family,1446,1174000,812.0,723.0,12.3,1045000,129000,"Listed 12% over supported value — comparable Tropical Manors homes sell near $588/sqft. Suggested list $1,045,000."
Cancelled,$1M–$2M,1724 SW 5th St,Gill Isles,Single Family,1197,1150000,961.0,682.0,40.9,816000,334000,"Listed 41% over supported value — comparable Gill Isles homes sell near $538/sqft. Suggested list $816,000."
Expired,$1M–$2M,833 NE 17th Ct,Lauderdale Park,Single Family,1636,1150000,703.0,483.0,45.5,790000,360000,"Listed 46% over supported value — comparable Lauderdale Park homes sell near $459/sqft. Suggested list $790,000."
Expired,$1M–$2M,1900 NE 16 Terrace,Poinsettia Heights,Single Family,2000,1150000,575.0,482.0,19.3,964000,186000,"Listed 19% over supported value — comparable Poinsettia Heights homes sell near $524/sqft. Suggested list $964,000."
Expired,$1M–$2M,1625 SW 5th Ct,Gill Isles,Single Family,1521,1150000,756.0,602.0,25.6,916000,234000,"Listed 26% over supported value — comparable Gill Isles homes sell near $538/sqft. Suggested list $916,000."
Cancelled,$1M–$2M,1724 SW 5th St,Gill Isles,Single Family,1516,1150000,759.0,662.0,14.7,1004000,146000,"Listed 15% over supported value — comparable Gill Isles homes sell near $538/sqft. Suggested list $1,004,000."
Cancelled,$1M–$2M,1704 SW 4th Court,Gill Isles,Single Family,1462,1150000,787.0,605.0,30.1,885000,265000,"Listed 30% over supported value — comparable Gill Isles homes sell near $538/sqft. Suggested list $885,000."
Cancelled,$1M–$2M,1610 NE 1st St Unit#6,Victoria Park,Townhouse,2266,1150000,508.0,374.0,35.8,847000,303000,"Listed 36% over supported value — comparable Victoria Park homes sell near $590/sqft. Suggested list $847,000."
Withdrawn,$1M–$2M,1616 NE 17th Avenue,Progresso,Single Family,2080,1149000,552.0,434.0,27.2,903000,246000,"Listed 27% over supported value — comparable Progresso homes sell near $409/sqft. Suggested list $903,000."
Cancelled,$1M–$2M,540 NE 11th Ave,Victoria Park,Single Family,1412,1135000,804.0,625.0,28.6,882000,253000,"Listed 29% over supported value — comparable Victoria Park homes sell near $590/sqft. Suggested list $882,000."
Cancelled,$1M–$2M,1709 SW 5th Pl,Gill Isles,Single Family,1433,1125000,785.0,617.0,27.2,884000,241000,"Listed 27% over supported value — comparable Gill Isles homes sell near $538/sqft. Suggested list $884,000."
Cancelled,$1M–$2M,707 SE 11th Ct,Rio Vista,Single Family,1196,1100000,920.0,641.0,43.5,767000,333000,"Listed 44% over supported value — comparable Rio Vista homes sell near $800/sqft. Suggested list $767,000."
Expired,$1M–$2M,1616 NE 16th Avenue,Progresso,Single Family,2082,1100000,528.0,450.0,17.3,937000,163000,"Listed 17% over supported value — comparable Progresso homes sell near $409/sqft. Suggested list $937,000."
Expired,$1M–$2M,333 Las Olas Way Unit#1407,Las Olas,Condo,1522,1100000,723.0,642.0,12.6,977000,123000,"Listed 13% over supported value — comparable Las Olas homes sell near $627/sqft. Suggested list $977,000."
Expired,$1M–$2M,604 SW 11th Ct,Croissant Park,Single Family,1180,1100000,932.0,586.0,59.0,691000,409000,"Listed 59% over supported value — comparable Croissant Park homes sell near $484/sqft. Suggested list $691,000."
Cancelled,$1M–$2M,1625 SW 5th Court,Gill Isles,Single Family,1521,1099999,723.0,602.0,20.1,916000,184000,"Listed 20% over supported value — comparable Gill Isles homes sell near $538/sqft. Suggested list $916,000."
Cancelled,$1M–$2M,2016 NE 22nd St,Coral Point,Single Family,1941,1099900,567.0,462.0,22.7,897000,203000,"Listed 23% over supported value — comparable Coral Point homes sell near $574/sqft. Suggested list $897,000."
Expired,$1M–$2M,2016 NE 22nd Street,Coral Point,Single Family,1941,1099900,567.0,462.0,22.7,897000,203000,"Listed 23% over supported value — comparable Coral Point homes sell near $574/sqft. Suggested list $897,000."
Expired,$1M–$2M,100 E Las Olas Boulevard Unit#1802,Las Olas,Condo,1404,1095000,780.0,600.0,30.0,842000,253000,"Listed 30% over supported value — comparable Las Olas homes sell near $627/sqft. Suggested list $842,000."
Cancelled,$1M–$2M,801 SE 7th St,Rio Vista,Single Family,1100,1095000,995.0,655.0,51.9,720000,375000,"Listed 52% over supported value — comparable Rio Vista homes sell near $800/sqft. Suggested list $720,000."
Cancelled,$1M–$2M,610 SW 10th St Unit#610,Croissant Park,Townhouse,2675,1080000,404.0,310.0,30.3,829000,251000,"Listed 30% over supported value — comparable Croissant Park homes sell near $484/sqft. Suggested list $829,000."
Expired,$1M–$2M,2801 NE 1st Ave,Sunset Manors,Single Family,1684,1079000,641.0,533.0,20.3,898000,181000,"Listed 20% over supported value — comparable Sunset Manors homes sell near $514/sqft. Suggested list $898,000."
Cancelled,$1M–$2M,600 W Las Olas Blvd Unit#1901S,Symphony,Condo,1782,1069000,600.0,503.0,19.3,896000,173000,"Listed 19% over supported value — comparable Symphony homes sell near $508/sqft. Suggested list $896,000."
Cancelled,$1M–$2M,347 N New River Drive Unit#1104,Watergarden,Condo,1469,1067000,726.0,607.0,19.6,892000,175000,"Listed 20% over supported value — comparable Watergarden homes sell near $572/sqft. Suggested list $892,000."
Expired,$1M–$2M,610 W Las olas Blvd Unit#1617,Symphony,Condo,1678,1050000,626.0,507.0,23.5,851000,199000,"Listed 23% over supported value — comparable Symphony homes sell near $508/sqft. Suggested list $851,000."
Cancelled,$1M–$2M,1120 NE 2nd Ave,Progresso,Single Family,2120,1050000,495.0,413.0,19.9,876000,174000,"Listed 20% over supported value — comparable Progresso homes sell near $409/sqft. Suggested list $876,000."
Expired,$1M–$2M,1733 SW 5th Court,Gill Isles,Single Family,1465,1050000,717.0,552.0,29.9,809000,241000,"Listed 30% over supported value — comparable Gill Isles homes sell near $538/sqft. Suggested list $809,000."
Cancelled,$1M–$2M,2217 NE 20th Ave,Coral Point,Single Family,1678,1049000,625.0,551.0,13.4,925000,124000,"Listed 13% over supported value — comparable Coral Point homes sell near $574/sqft. Suggested list $925,000."
Expired,$1M–$2M,1698 S Ocean Ln Unit#171,Oceanage,Condo,1264,1049000,830.0,706.0,17.6,892000,157000,"Listed 18% over supported value — comparable Oceanage homes sell near $799/sqft. Suggested list $892,000."
Cancelled,$1M–$2M,604 SW 11th Ct,Croissant Park,Single Family,1180,1049000,889.0,586.0,51.7,691000,358000,"Listed 52% over supported value — comparable Croissant Park homes sell near $484/sqft. Suggested list $691,000."
Cancelled,$1M–$2M,1009 Mango Isle,South New River Isles,Single Family,1168,1030000,882.0,650.0,35.7,759000,271000,"Listed 36% over supported value — comparable South New River Isles homes sell near $715/sqft. Suggested list $759,000."
Cancelled,$1M–$2M,1009 Mango Isle,South New River Isles,Single Family,1168,1030000,882.0,650.0,35.7,759000,271000,"Listed 36% over supported value — comparable South New River Isles homes sell near $715/sqft. Suggested list $759,000."
Cancelled,$1M–$2M,1631 NE 9th St,Progresso,Townhouse,1913,1025000,536.0,338.0,58.6,647000,378000,"Listed 59% over supported value — comparable Progresso homes sell near $409/sqft. Suggested list $647,000."
