target,target_neighborhood,target_list,basis,comp_address,comp_sold_price,comp_ppsf,comp_sqft
505 NE 2nd Street Unit#4A,Viceroy Fort Lauderdale,1020000,same street,313 NE 2nd Street Unit#405,457000,361.0,1265
505 NE 2nd Street Unit#4A,Viceroy Fort Lauderdale,1020000,same street,313 NE 2nd St Unit#204,550000,390.0,1412
505 NE 2nd Street Unit#4A,Viceroy Fort Lauderdale,1020000,same street,313 NE 2nd St Unit#201,370000,460.0,804
505 NE 2nd Street Unit#4A,Viceroy Fort Lauderdale,1020000,same street,313 NE 2nd St Unit#802,330000,437.0,755
551 N Fort Lauderdale Beach Blvd Unit#H1705,Flb Condominium Hotel Ocean Resort Residences,1019000,same street,551 N Fort Lauderdale Beach Blvd Unit#2305,987500,887.0,1113
551 N Fort Lauderdale Beach Blvd Unit#H1705,Flb Condominium Hotel Ocean Resort Residences,1019000,same street,551 N Fort Lauderdale Beach Blvd Unit#H1014,975000,849.0,1149
551 N Fort Lauderdale Beach Blvd Unit#H1705,Flb Condominium Hotel Ocean Resort Residences,1019000,same street,551 N Fort Lauderdale Beach Blvd Unit#R2017,1100000,1033.0,1065
551 N Fort Lauderdale Beach Blvd Unit#H1705,Flb Condominium Hotel Ocean Resort Residences,1019000,same street,551 N Fort Lauderdale Beach Blvd Unit#R404,1290000,1216.0,1061
551 N Fort Lauderdale Beach Blvd Unit#H1705,Flb Condominium Hotel Ocean Resort Residences,1019000,same street,551 N Fort Lauderdale Beach Blvd Unit#R404,950000,895.0,1061
2572 NE 16 Avenue,Altessa Wilton Manors,1010040,same street,3050 NE 16 Ave Unit#201,275000,302.0,912
2572 NE 16 Avenue,Altessa Wilton Manors,1010040,same street,215 NE 16 AVENUE Unit#202,205000,342.0,600
511 Bayshore Drive Unit#707,Bayshore Towers,1000000,same street,741 Bayshore Drive Unit#1phe,1055000,613.0,1720
511 Bayshore Drive Unit#707,Bayshore Towers,1000000,same street,715 Bayshore Drive Unit#606,1037500,599.0,1733
511 Bayshore Drive Unit#707,Bayshore Towers,1000000,same street,715 Bayshore Drive Unit#506,850000,490.0,1733
511 Bayshore Drive Unit#707,Bayshore Towers,1000000,same street,612 Bayshore Dr Unit#501,925000,556.0,1664
511 Bayshore Drive Unit#707,Bayshore Towers,1000000,same street,511 Bayshore Dr Unit#807,1000000,610.0,1640
813 NE 17th St,Lauderdale Park,1000000,same street,829 NE 17th Street,600000,376.0,1595
813 NE 17th St,Lauderdale Park,1000000,same street,1604 NE 17th St,810000,474.0,1710
813 NE 17th St,Lauderdale Park,1000000,same street,1501 NE 17th Street,675000,338.0,1999
813 NE 17th St,Lauderdale Park,1000000,same street,1713 NE 17th St,800000,370.0,2161
813 NE 17th St,Lauderdale Park,1000000,same street,820 NE 17th St,575000,575.0,1000
1717 NE 20th Avenue,Lauder Gate,1000000,same street,2309 NE 20th Avenue,1100000,661.0,1664
1717 NE 20th Avenue,Lauder Gate,1000000,same street,2217 NE 20th Ave,963500,574.0,1678
1717 NE 20th Avenue,Lauder Gate,1000000,same street,719 NE 20th Ave,780000,597.0,1307
1717 NE 20th Avenue,Lauder Gate,1000000,same street,704 NE 20TH AVE,4750000,2145.0,2214
1717 NE 20th Avenue,Lauder Gate,1000000,same street,1609 NE 20th Ave,1190000,531.0,2240
100 NE 5th St,North Lauderdale,1000000,same street,1320 NE 5th St,975000,774.0,1260
100 NE 5th St,North Lauderdale,1000000,same street,1508 NE 5th St,1050000,794.0,1323
100 NE 5th St,North Lauderdale,1000000,same street,1616 NE 5th St.,745000,556.0,1339
100 NE 5th St,North Lauderdale,1000000,same street,704 NE 5th St,729800,473.0,1544
100 NE 5th St,North Lauderdale,1000000,same street,820 NE 5th St,1300000,777.0,1673
1625 SW 5th Ct,Gill Isles,1000000,same street,1600 SW 5th Court,1105000,726.0,1523
1625 SW 5th Ct,Gill Isles,1000000,same street,1508 SW 5th Ct,1260000,707.0,1781
1625 SW 5th Ct,Gill Isles,1000000,same street,1401 SW 5th Ct,3375000,702.0,4809
904 SE 12th Street,Everglade Land Sales Co,1000000,same street,824 SE 12th St,710000,560.0,1268
904 SE 12th Street,Everglade Land Sales Co,1000000,same street,1532 SE 12th Street Unit#203,1200000,681.0,1761
904 SE 12th Street,Everglade Land Sales Co,1000000,same street,716 SE 12th St Unit#13,675000,337.0,2005
904 SE 12th Street,Everglade Land Sales Co,1000000,same street,1532 SE 12th Street Unit#204,1700000,822.0,2067
904 SE 12th Street,Everglade Land Sales Co,1000000,same street,1532 SE 12th Street Unit#304,1300000,629.0,2067
1721 SE 11th Street,Rio Vista,19770000,same street,1739 SE 11th St,10000000,1187.0,8424
1721 SE 11th Street,Rio Vista,19770000,same street,1617 SE 11th St,6500000,1273.0,5105
1721 SE 11th Street,Rio Vista,19770000,same street,1505 SE 11TH ST,2425000,888.0,2732
1721 SE 11th Street,Rio Vista,19770000,same street,1601 SE 11th St,2984000,1210.0,2466
1721 SE 11th Street,Rio Vista,19770000,same street,1113 SE 11th Street,1550000,929.0,1669
2839 NE 26th Place,Coral Ridge Galt,9975000,same street,2871 NE 26th Place,4950000,896.0,5523
2839 NE 26th Place,Coral Ridge Galt,9975000,same street,2864 NE 26th Pl,2900000,551.0,5260
2839 NE 26th Place,Coral Ridge Galt,9975000,same street,2624 NE 26th Pl,1300000,529.0,2458
2839 NE 26th Place,Coral Ridge Galt,9975000,same street,2831 NE 26th Pl,3550000,1446.0,2455
400 Coral Way,Coral Isles,9399000,same street,633 Coral Way,7250000,1122.0,6464
400 Coral Way,Coral Isles,9399000,same street,525 Coral Way,4650000,852.0,5455
400 Coral Way,Coral Isles,9399000,same street,628 Coral Way,7699184,1456.0,5288
400 Coral Way,Coral Isles,9399000,same street,609 Coral Way,4465000,892.0,5004
400 Coral Way,Coral Isles,9399000,same street,620 Coral Way,5800000,1173.0,4945
2241 SE 17th Street Unit#Ph2,Azul Condominium,7950000,same street,1819 SE 17th St Unit#1107,815000,438.0,1860
2241 SE 17th Street Unit#Ph2,Azul Condominium,7950000,same street,1819 SE 17th St Unit#507,780000,419.0,1860
2241 SE 17th Street Unit#Ph2,Azul Condominium,7950000,same street,1819 SE 17th St Unit#1606,849000,485.0,1750
2241 SE 17th Street Unit#Ph2,Azul Condominium,7950000,same street,1819 SE 17th St Unit#906,775000,443.0,1750
2241 SE 17th Street Unit#Ph2,Azul Condominium,7950000,same street,1819 SE 17th St Unit#903,595000,403.0,1475
441 Royal Plaza Drive,Stilwell Isles,6475000,same street,519 ROYAL PLAZA DR,5400000,903.0,5981
441 Royal Plaza Drive,Stilwell Isles,6475000,same street,615 Royal Plaza Dr,7900000,1197.0,6600
441 Royal Plaza Drive,Stilwell Isles,6475000,same street,700 Royal Plaza Dr,4000000,934.0,4282
441 Royal Plaza Drive,Stilwell Isles,6475000,same street,703 Royal Plaza Dr,5200000,1225.0,4245
441 Royal Plaza Drive,Stilwell Isles,6475000,same street,701 Royal Plaza Dr,4700000,1300.0,3616
425 Coral Way,Coral Isles Las Olas Isl,5475000,same street,625 Coral Way,4150000,1097.0,3784
425 Coral Way,Coral Isles Las Olas Isl,5475000,same street,700 Coral Way,7250000,1559.0,4650
425 Coral Way,Coral Isles Las Olas Isl,5475000,same street,620 Coral Way,5800000,1173.0,4945
425 Coral Way,Coral Isles Las Olas Isl,5475000,same street,609 Coral Way,4465000,892.0,5004
425 Coral Way,Coral Isles Las Olas Isl,5475000,same street,628 Coral Way,7699184,1456.0,5288
700 NE 20th Avenue,Victoria Highlands,4900000,same street,2217 NE 20th Ave,963500,574.0,1678
700 NE 20th Avenue,Victoria Highlands,4900000,same street,2309 NE 20th Avenue,1100000,661.0,1664
700 NE 20th Avenue,Victoria Highlands,4900000,same street,704 NE 20TH AVE,4750000,2145.0,2214
700 NE 20th Avenue,Victoria Highlands,4900000,same street,1609 NE 20th Ave,1190000,531.0,2240
700 NE 20th Avenue,Victoria Highlands,4900000,same street,719 NE 20th Ave,780000,597.0,1307
2525 Barcelona Drive,Sea Isles,4490000,same street,2518 Barcelona Dr,3100000,1191.0,2603
2525 Barcelona Drive,Sea Isles,4490000,same street,2630 Barcelona Drive,4900000,1133.0,4324
2525 Barcelona Drive,Sea Isles,4490000,same street,2312 Barcelona Dr,7160000,1256.0,5699
701 N Fort Lauderdale Beach Blvd Unit#501,Paramount Ft Lauderdale Paramount Fort Lauderdale,4375000,same street,505 N Fort Lauderdale Beach Blvd Unit#224,600000,218.0,2757
701 N Fort Lauderdale Beach Blvd Unit#501,Paramount Ft Lauderdale Paramount Fort Lauderdale,4375000,same street,1 N Fort Lauderdale Beach Boulevard Unit#2203,4700000,1226.0,3833
701 N Fort Lauderdale Beach Blvd Unit#501,Paramount Ft Lauderdale Paramount Fort Lauderdale,4375000,same street,525 N Fort Lauderdale Beach Blvd Unit#1501,5750000,2233.0,2575
701 N Fort Lauderdale Beach Blvd Unit#501,Paramount Ft Lauderdale Paramount Fort Lauderdale,4375000,same street,1 N Fort Lauderdale Beach Blvd Unit#1906,2400000,946.0,2536
701 N Fort Lauderdale Beach Blvd Unit#501,Paramount Ft Lauderdale Paramount Fort Lauderdale,4375000,same street,1525 N Fort Lauderdale Beach Boulevard,5050000,1282.0,3938
508 NE 9th Avenue,Holmberg Mc Kees,3999900,same street,520 NE 9th Avenue,2800000,770.0,3636
508 NE 9th Avenue,Holmberg Mc Kees,3999900,same street,516 NE 9th Ave,2800000,938.0,2985
508 NE 9th Avenue,Holmberg Mc Kees,3999900,same street,2685 NE 9th Ave Unit#7,725000,294.0,2468
508 NE 9th Avenue,Holmberg Mc Kees,3999900,same street,645 NE 9th Ave,1050000,429.0,2447
508 NE 9th Avenue,Holmberg Mc Kees,3999900,same street,2261 NE 9th Ave Unit#2261,755000,365.0,2069
151 N Seabreeze Blv Unit#E-701,Selene Oceanfront Residen,3999000,same street,153 N Seabreeze Blv Unit#S-704,1450000,849.0,1707
151 N Seabreeze Blv Unit#E-701,Selene Oceanfront Residen,3999000,same street,153 N Seabreeze Blv Unit#S-903,1235000,872.0,1416
2725 NE 28th Street,Coral Ridge Galt,3599000,same street,2813 NE 28th St,2637750,933.0,2828
2725 NE 28th Street,Coral Ridge Galt,3599000,same street,2625 NE 28th St,1930000,693.0,2785
2725 NE 28th Street,Coral Ridge Galt,3599000,same street,2625 NE 28th St,1750000,636.0,2750
2725 NE 28th Street,Coral Ridge Galt,3599000,same street,2709 NE 28th St,1493000,564.0,2646
2725 NE 28th Street,Coral Ridge Galt,3599000,same street,2812 NE 28th St,2940000,1185.0,2480
3304 NE 14th Court,Las Olas,3575000,same street,2119 NE 14th Ct,2230000,744.0,2996
3304 NE 14th Court,Las Olas,3575000,same street,824 NE 14th Court,715000,490.0,1460
3304 NE 14th Court,Las Olas,3575000,same street,2031 NE 14th Ct,1280000,970.0,1320
3304 NE 14th Court,Las Olas,3575000,same street,541 NE 14th Ct,579000,536.0,1080
3304 NE 14th Court,Las Olas,3575000,same street,601 NE 14th Ct,515000,515.0,1000
829 Coconut Drive,Almeda,2899000,same street,1001 Coconut Drive Unit#1001,4500000,1384.0,3251
829 Coconut Drive,Almeda,2899000,same street,716 Coconut Dr,845000,540.0,1564
3055 Harbor Drive Unit#1603,Harbourage Place,2795000,same street,3055 Harbor Dr Unit#603,1600000,475.0,3368
3055 Harbor Drive Unit#1603,Harbourage Place,2795000,same street,3025 Harbor Dr Unit#17,575000,383.0,1500
1201 Guava Isle,South New River Isles,2700000,same street,1317 Guava Isle,1300000,494.0,2633
1201 Guava Isle,South New River Isles,2700000,same street,1004 Guava Isle,1700000,874.0,1944
1201 Guava Isle,South New River Isles,2700000,same street,1004 Guava Isle,875000,450.0,1944
1201 Guava Isle,South New River Isles,2700000,same street,901 Guava Isle,758000,404.0,1874
1201 Guava Isle,South New River Isles,2700000,same street,1205 Guava Isle,1028750,574.0,1792
3325 NE 14th Court,Las Olas,2600000,same street,2119 NE 14th Ct,2230000,744.0,2996
3325 NE 14th Court,Las Olas,2600000,same street,824 NE 14th Court,715000,490.0,1460
3325 NE 14th Court,Las Olas,2600000,same street,2031 NE 14th Ct,1280000,970.0,1320
3325 NE 14th Court,Las Olas,2600000,same street,541 NE 14th Ct,579000,536.0,1080
3325 NE 14th Court,Las Olas,2600000,same street,601 NE 14th Ct,515000,515.0,1000
1731 NE 23rd Avenue,Bal Harbour,2599000,same street,1725 NE 23rd Ave,2000000,854.0,2341
1731 NE 23rd Avenue,Bal Harbour,2599000,same street,1801 NE 23rd Ave,1280000,644.0,1987
527 Orton Avenue Unit#903C,Terraces,2595000,same street,524 Orton Ave Unit#702,476000,342.0,1392
527 Orton Avenue Unit#903C,Terraces,2595000,same street,524 Orton Ave Unit#701,415000,313.0,1324
527 Orton Avenue Unit#903C,Terraces,2595000,same street,520 Orton Ave Unit#302,485000,383.0,1266
527 Orton Avenue Unit#903C,Terraces,2595000,same street,520 Orton Ave Unit#303,435000,344.0,1266
527 Orton Avenue Unit#903C,Terraces,2595000,same street,524 Orton Ave Unit#603,365000,365.0,999
2309 NE 12th Court,Beach Way Heights,2395000,neighborhood + band,1223 Seminole Drive,2950000,1483.0,1989
2309 NE 12th Court,Beach Way Heights,2395000,neighborhood + band,2409 NE 12th Street,2750000,658.0,4182
1621 E Broward Boulevard,Victoria Park,2245000,same street,1619 E Broward Blvd Unit#A,2200000,682.0,3227
1621 E Broward Boulevard,Victoria Park,2245000,same street,1639 E Broward Blvd,1725000,561.0,3074
1621 E Broward Boulevard,Victoria Park,2245000,same street,1635 E Broward Blvd,1600000,520.0,3074
1621 E Broward Boulevard,Victoria Park,2245000,same street,1701 E Broward Blvd,1200000,765.0,1568
1621 E Broward Boulevard,Victoria Park,2245000,same street,1501 E Broward Boulevard Unit#509,450000,312.0,1440
1015 A NE 3rd Street,Stranahans,2200000,neighborhood + band,1212 NE 4th St,2520000,710.0,3548
1003 A NE 3rd Street,Stranahans,2200000,neighborhood + band,1212 NE 4th St,2520000,710.0,3548
1009 A NE 3rd Street,Stranahans,2200000,neighborhood + band,1212 NE 4th St,2520000,710.0,3548
153 N Seabreeze Boulevard Unit#Unit 1105s,Selene Oceanfront,1997500,same street,153 N Seabreeze Boulevard Unit#2505,2200000,1164.0,1890
153 N Seabreeze Boulevard Unit#Unit 1105s,Selene Oceanfront,1997500,same street,153 N Seabreeze Blvd Unit#1905,2060000,1090.0,1890
153 N Seabreeze Boulevard Unit#Unit 1105s,Selene Oceanfront,1997500,same street,153 N Seabreeze Blvd Unit#2105-S,2100000,1123.0,1870
153 N Seabreeze Boulevard Unit#Unit 1105s,Selene Oceanfront,1997500,same street,153 N Seabreeze Boulevard Unit#1704s,1700000,996.0,1707
153 N Seabreeze Boulevard Unit#Unit 1105s,Selene Oceanfront,1997500,same street,153 N Seabreeze Boulevard Unit#1204,1625000,952.0,1707
1109 SE 11th Court,Rio Vista,1950000,same street,904 SE 11th Court,1750000,791.0,2213
1109 SE 11th Court,Rio Vista,1950000,same street,806 SE 11th Ct,2150000,663.0,3244
1109 SE 11th Court,Rio Vista,1950000,same street,807 SE 11th Court,995000,573.0,1736
1109 SE 11th Court,Rio Vista,1950000,same street,1205 SE 11th Ct,1100000,651.0,1691
1109 SE 11th Court,Rio Vista,1950000,same street,800 SE 11th Court,950000,608.0,1562
2800 NE 29th Street,Coral Ridge Galt,1875000,same street,2026 NE 29th St,850000,501.0,1696
2800 NE 29th Street,Coral Ridge Galt,1875000,same street,417 NE 29th Street,980000,592.0,1656
2800 NE 29th Street,Coral Ridge Galt,1875000,same street,20 NE 29TH ST,675000,412.0,1640
2800 NE 29th Street,Coral Ridge Galt,1875000,same street,2708 NE 29th St,1150000,619.0,1859
2800 NE 29th Street,Coral Ridge Galt,1875000,same street,38 NE 29th St,402000,275.0,1460
1368 Bayview Drive,Dockside Grandeur,1795000,same street,3001 Bayview Dr,2250000,767.0,2933
1368 Bayview Drive,Dockside Grandeur,1795000,same street,1372 Bayview Dr,1725000,611.0,2825
1368 Bayview Drive,Dockside Grandeur,1795000,same street,1711 Bayview Dr,2000000,729.0,2742
1368 Bayview Drive,Dockside Grandeur,1795000,same street,2525 Bayview Dr,1900000,697.0,2726
1368 Bayview Drive,Dockside Grandeur,1795000,same street,2432 BAYVIEW DR,2550000,968.0,2633
2525 NE 21st Court,Coral Ridge Galt,1750000,same street,300 NE 21st Court,2800000,898.0,3118
2525 NE 21st Court,Coral Ridge Galt,1750000,same street,2608 NE 21st Ct,1475000,515.0,2865
2525 NE 21st Court,Coral Ridge Galt,1750000,same street,2724 NE 21st Court,3250000,1034.0,3142
2525 NE 21st Court,Coral Ridge Galt,1750000,same street,132 NE 21st Court,1410000,443.0,3184
2525 NE 21st Court,Coral Ridge Galt,1750000,same street,2017 NE 21st Court,1240000,487.0,2544
1300 Cordova Road,Lauderdale Harbors,1750000,same street,1101 Cordova Rd,1748375,893.0,1958
1300 Cordova Road,Lauderdale Harbors,1750000,same street,1235 Cordova Rd,970000,446.0,2177
1300 Cordova Road,Lauderdale Harbors,1750000,same street,1212 Cordova Rd,1730000,1087.0,1591
1300 Cordova Road,Lauderdale Harbors,1750000,same street,1213 Cordova Rd,1298000,559.0,2321
1300 Cordova Road,Lauderdale Harbors,1750000,same street,1223 Cordova Road,801000,569.0,1408
1516 SE 1st St,Colee Hammock,1725000,same street,1512 SE 1st St,1650000,538.0,3066
1516 SE 1st St,Colee Hammock,1725000,same street,1608 SE 1st St,2050000,653.0,3140
1516 SE 1st St,Colee Hammock,1725000,same street,1205 SE 1st Street,2050000,736.0,2786
1516 SE 1st St,Colee Hammock,1725000,same street,1317 SE 1st St Unit#1317,1250000,525.0,2380
1516 SE 1st St,Colee Hammock,1725000,same street,1601 SE 1st St,1700000,774.0,2196
629 Kensington Place,Tropical Gardens,1720000,same street,647 Kensington Pl Unit#647,665000,469.0,1419
629 Kensington Place,Tropical Gardens,1720000,same street,700 Kensington Place Unit#700,595000,420.0,1418
629 Kensington Place,Tropical Gardens,1720000,same street,694 Kensington Pl,490000,346.0,1418
629 Kensington Place,Tropical Gardens,1720000,same street,694 Kensington Place,475000,335.0,1418
629 Kensington Place,Tropical Gardens,1720000,same street,688 Kensington Pl,430000,303.0,1418
2711 Mayan Dr,Harbor Beach,1699000,neighborhood + band,1720 Marietta Dr,1774500,920.0,1929
2711 Mayan Dr,Harbor Beach,1699000,neighborhood + band,1601 Seabreeze Boulevard,1650000,826.0,1997
2711 Mayan Dr,Harbor Beach,1699000,neighborhood + band,1700 Marietta Dr,1640000,792.0,2070
2711 Mayan Dr,Harbor Beach,1699000,neighborhood + band,1530 Seabreeze Boulevard,1635000,776.0,2106
2711 Mayan Dr,Harbor Beach,1699000,neighborhood + band,1344 Seabreeze Blvd,1635000,628.0,2605
100 E Las Olas Boulevard Unit#3004,Las Olas,1549000,same street,100 E Las Olas Boulevard Unit#4504,1810000,969.0,1867
100 E Las Olas Boulevard Unit#3004,Las Olas,1549000,same street,100 E Las Olas Blvd Unit#3604,1710000,916.0,1867
100 E Las Olas Boulevard Unit#3004,Las Olas,1549000,same street,100 E Las Olas Blvd Unit#2604,1600000,857.0,1867
100 E Las Olas Boulevard Unit#3004,Las Olas,1549000,same street,100 E Las Olas Blvd Unit#3804,1600000,857.0,1867
100 E Las Olas Boulevard Unit#3004,Las Olas,1549000,same street,100 E Las Olas Boulevard Unit#1904,1525000,817.0,1867
153 N Seabreeze Boulevard Unit#1403-S,Selene Oceanfront,1500000,same street,153 N Seabreeze Blvd Unit#1003-S,1225000,865.0,1416
153 N Seabreeze Boulevard Unit#1403-S,Selene Oceanfront,1500000,same street,153 N Seabreeze Blvd Unit#703,1220000,862.0,1416
153 N Seabreeze Boulevard Unit#1403-S,Selene Oceanfront,1500000,same street,151 N SEABREEZE BLVD Unit#2003E,2100000,1300.0,1615
153 N Seabreeze Boulevard Unit#1403-S,Selene Oceanfront,1500000,same street,151 N Seabreeze Boulevard Unit#1403,1850000,1101.0,1680
153 N Seabreeze Boulevard Unit#1403-S,Selene Oceanfront,1500000,same street,151 N Seabreeze Boulevard Unit#1103-E,1425000,847.0,1682
1122 NE 10th Ave Unit#A,Progresso,1495000,same street,436 NE 10th Ave,3050000,1030.0,2962
1122 NE 10th Ave Unit#A,Progresso,1495000,same street,531 NE 10th Ave,3000000,992.0,3025
1122 NE 10th Ave Unit#A,Progresso,1495000,same street,407 NE 10th Ave,2950000,1165.0,2532
1122 NE 10th Ave Unit#A,Progresso,1495000,same street,445 NE 10th Ave,1653500,683.0,2420
1122 NE 10th Ave Unit#A,Progresso,1495000,same street,1116 NE 10th Ave Unit#1116,1000000,424.0,2360
1122 NE 10th Ave Unit#B,Progresso,1475000,same street,436 NE 10th Ave,3050000,1030.0,2962
1122 NE 10th Ave Unit#B,Progresso,1475000,same street,531 NE 10th Ave,3000000,992.0,3025
1122 NE 10th Ave Unit#B,Progresso,1475000,same street,407 NE 10th Ave,2950000,1165.0,2532
1122 NE 10th Ave Unit#B,Progresso,1475000,same street,445 NE 10th Ave,1653500,683.0,2420
1122 NE 10th Ave Unit#B,Progresso,1475000,same street,1116 NE 10th Ave Unit#1116,1000000,424.0,2360
648 NE 17th Avenue,Victoria Park,1380000,same street,2125 NE 17th Ave,1200000,636.0,1888
648 NE 17th Avenue,Victoria Park,1380000,same street,1500 NE 17th Avenue,699000,364.0,1918
648 NE 17th Avenue,Victoria Park,1380000,same street,2312 NE 17th Ave,1050000,572.0,1837
648 NE 17th Avenue,Victoria Park,1380000,same street,1716 NE 17th Avenue,730000,369.0,1978
648 NE 17th Avenue,Victoria Park,1380000,same street,612 NE 17th Ave,1010000,573.0,1762
2812 NW 12th Avenue,Jenada Isles,1350000,same street,2941 NW 12th Ave,1175000,647.0,1815
2812 NW 12th Avenue,Jenada Isles,1350000,same street,2830 NW 12th Ave,870000,497.0,1749
2812 NW 12th Avenue,Jenada Isles,1350000,same street,2025 NW 12th Ave,620000,356.0,1743
2812 NW 12th Avenue,Jenada Isles,1350000,same street,2025 NW 12th Avenue,405000,246.0,1645
2812 NW 12th Avenue,Jenada Isles,1350000,same street,1542 NW 12th Ave,399000,265.0,1506
1328 SW 21st Court,River Oaks,1340499,same street,1461 SW 21st Ct,1450000,469.0,3089
1328 SW 21st Court,River Oaks,1340499,same street,1201 SW 21st Court,700000,528.0,1327
1004 SE 11th Street,Rio Vista,1330000,same street,1113 SE 11th Street,1550000,929.0,1669
1004 SE 11th Street,Rio Vista,1330000,same street,1116 SE 11th Street,1535000,1059.0,1450
1004 SE 11th Street,Rio Vista,1330000,same street,1601 SE 11th St,2984000,1210.0,2466
1004 SE 11th Street,Rio Vista,1330000,same street,1505 SE 11TH ST,2425000,888.0,2732
1004 SE 11th Street,Rio Vista,1330000,same street,1617 SE 11th St,6500000,1273.0,5105
333 Las Olas Way Unit#2906,Las Olas,1250000,same street,333 Las Olas Way Unit#3106,1450000,776.0,1869
333 Las Olas Way Unit#2906,Las Olas,1250000,same street,333 Las Olas Way Unit#3503,1600000,856.0,1869
333 Las Olas Way Unit#2906,Las Olas,1250000,same street,333 Las Olas Way Unit#2206,1250000,669.0,1869
333 Las Olas Way Unit#2906,Las Olas,1250000,same street,333 LAS OLAS WAY Unit#2903,1025000,548.0,1869
333 Las Olas Way Unit#2906,Las Olas,1250000,same street,333 Las Olas Way Unit#3203,1150000,615.0,1869
411 N New River Drive Unit#3402,Las Olas,1249000,same street,411 N New River Dr Unit#2805,1500000,920.0,1630
411 N New River Drive Unit#3402,Las Olas,1249000,same street,411 N New River Dr Unit#405,1200000,736.0,1630
411 N New River Drive Unit#3402,Las Olas,1249000,same street,411 N New River Drive Unit#502,1050000,644.0,1630
411 N New River Drive Unit#3402,Las Olas,1249000,same street,411 N New River Dr Unit#2605,1000000,613.0,1630
411 N New River Drive Unit#3402,Las Olas,1249000,same street,411 N New River Dr Unit#902,1025000,629.0,1630
2549 NE 27th Avenue,Coral Ridge Galt,1235000,same street,2508 NE 27th Ave,1230000,628.0,1958
2549 NE 27th Avenue,Coral Ridge Galt,1235000,same street,2647 NE 27th Ave,1450000,701.0,2069
2549 NE 27th Avenue,Coral Ridge Galt,1235000,same street,2408 NE 27th Avenue,3100000,975.0,3179
1704 SW 5th Ct,Gill Isles,1200000,same street,1508 SW 5th Ct,1260000,707.0,1781
1704 SW 5th Ct,Gill Isles,1200000,same street,1600 SW 5th Court,1105000,726.0,1523
1704 SW 5th Ct,Gill Isles,1200000,same street,1401 SW 5th Ct,3375000,702.0,4809
110 Hendricks Isle Unit#13,Terraces Isles Cond Terraces Isles,1190000,same street,110 Hendricks Isle Unit#10,1015000,390.0,2600
110 Hendricks Isle Unit#13,Terraces Isles Cond Terraces Isles,1190000,same street,400 Hendricks Isle Unit#3A,2100000,782.0,2687
110 Hendricks Isle Unit#13,Terraces Isles Cond Terraces Isles,1190000,same street,410 Hendricks Isle Unit#204,1400000,521.0,2687
110 Hendricks Isle Unit#13,Terraces Isles Cond Terraces Isles,1190000,same street,48 Hendricks Isle Unit#3A-A,1400000,570.0,2458
110 Hendricks Isle Unit#13,Terraces Isles Cond Terraces Isles,1190000,same street,19 Hendricks Isle Unit#101,1500000,620.0,2420
347 N New River Drive Unit#1401,Watergarden,1175000,same street,347 N New River Dr Unit#501,770000,477.0,1615
347 N New River Drive Unit#1401,Watergarden,1175000,same street,411 N New River Dr Unit#2805,1500000,920.0,1630
347 N New River Drive Unit#1401,Watergarden,1175000,same street,411 N New River Dr Unit#405,1200000,736.0,1630
347 N New River Drive Unit#1401,Watergarden,1175000,same street,411 N New River Drive Unit#502,1050000,644.0,1630
347 N New River Drive Unit#1401,Watergarden,1175000,same street,411 N New River Dr Unit#2605,1000000,613.0,1630
2043 NE 29th Street,Coral Shores,1095000,same street,2708 NE 29th St,1150000,619.0,1859
2043 NE 29th Street,Coral Shores,1095000,same street,2740 NE 29th Street,1382500,602.0,2297
2043 NE 29th Street,Coral Shores,1095000,same street,2625 NE 29th Street,1360000,581.0,2342
2043 NE 29th Street,Coral Shores,1095000,same street,2026 NE 29th St,850000,501.0,1696
2043 NE 29th Street,Coral Shores,1095000,same street,417 NE 29th Street,980000,592.0,1656
904 Citrus Isle,South New River Isles,1000000,same street,1204 Citrus Isle,890000,652.0,1365
904 Citrus Isle,South New River Isles,1000000,same street,908 Citrus Isle,875000,624.0,1402
340 San Marco Dr,Coral Isles,10999000,same street,441 San Marco Dr,8100000,1423.0,5692
340 San Marco Dr,Coral Isles,10999000,same street,310 San Marco Dr,3950000,1086.0,3637
340 San Marco Dr,Coral Isles,10999000,same street,330 San Marco Dr,2950000,1562.0,1888
119 N Gordon Road,Victoria Isles,10250000,same street,313 N Gordon Rd,4000000,1072.0,3731
119 N Gordon Road,Victoria Isles,10250000,same street,224 N Gordon Rd,2200000,1363.0,1614
1528 SE 11th Street,Rio Vista,8950000,same street,1617 SE 11th St,6500000,1273.0,5105
1528 SE 11th Street,Rio Vista,8950000,same street,1505 SE 11TH ST,2425000,888.0,2732
1528 SE 11th Street,Rio Vista,8950000,same street,1601 SE 11th St,2984000,1210.0,2466
1528 SE 11th Street,Rio Vista,8950000,same street,1113 SE 11th Street,1550000,929.0,1669
1528 SE 11th Street,Rio Vista,8950000,same street,1116 SE 11th Street,1535000,1059.0,1450
2540 Mercedes Drive,Harbor Beach,6800000,same street,2552 Mercedes Dr,4950000,1740.0,2845
2540 Mercedes Drive,Harbor Beach,6800000,same street,2521 Mercedes Dr,7550000,1009.0,7484
2540 Mercedes Drive,Harbor Beach,6800000,same street,2572 Mercedes Drive,17000000,2238.0,7595
2401 NE 13th Street,Beach Way Heights,5250000,neighborhood + band,2506 NE 14th St,5000000,983.0,5088
